business_id,promoter_credit_score,commercial_assets_value,bank_asset_value,gst_monthly_turnover_inr,gst_filing_regularity_score,upi_txn_frequency_monthly,upi_txn_volume_inr_monthly,epfo_contribution_consistency_months,aa_linked_accounts_count,financial_health_score,financial_health_category
1323,605,10800000,9200000,5272574.592185546,51.3,34,620991.0,4.0,5,55.6,Fair
1324,705,800000,1900000,,,4,120894.0,,3,51.6,Fair
1325,423,800000,1600000,94849.0,31.1,3,102438.0,,3,49.8,Fair
1326,846,4700000,5700000,583390.0,100.0,16,312455.0,12.0,2,69.3,Good
1327,542,600000,3100000,,,1,85842.0,,3,45.4,Fair
1328,631,300000,900000,40647.0,67.8,4,53489.0,,3,32.0,Good
1329,318,1700000,3600000,,,7,624726.0,,4,40.3,Fair
1330,541,5700000,2900000,251819.0,46.8,14,114360.0,,4,54.8,Fair
1331,782,1500000,800000,,,4,63132.0,,2,50.3,Fair
1332,888,6500000,5800000,945146.0,100.0,32,675560.0,12.0,5,79.6,Good
1333,747,1400000,1200000,110601.0,78.7,1,91412.0,,3,54.5,Fair
1334,641,8500000,6700000,,,11,509542.0,3.0,4,54.8,Fair
1335,640,700000,200000,35225.0,79.4,2,34133.0,,3,39.3,Poor
1336,324,8500000,11100000,,,45,1052875.0,,3,49.8,Fair
1337,359,5300000,6400000,455624.0,17.1,20,528648.0,3.0,4,36.2,Poor
1338,338,800000,9300000,536321.0,0.0,9,643301.0,,3,35.2,Poor
1339,384,800000,2000000,100046.0,10.6,9,92682.0,0.0,2,25.1,Poor
1340,545,16600000,7600000,863206.0,61.6,27,751892.0,,5,59.9,Fair
1341,610,7800000,8300000,547515.0,57.4,15,607278.0,,4,55.9,Fair
1342,840,3500000,9200000,732803.0,100.0,44,1154717.0,,4,63.2,Good
1343,630,2900000,2300000,192271.0,92.0,6,228802.0,,3,52.5,Fair
1344,508,11700000,7800000,919487.0,57.7,55,,7.0,4,56.5,Fair
1345,535,14100000,14000000,983934.0,45.4,44,1336613.0,,5,54.2,Fair
1346,717,1500000,900000,,,4,70283.0,,3,46.0,Fair
1347,735,1900000,10400000,582270.0,32.5,26,957094.0,,3,48.1,Fair
1348,528,8800000,4900000,739266.0,39.5,19,1441802.0,4.0,5,50.2,Fair
1349,350,1400000,4700000,773970.0,5.6,22,1027660.0,0.0,4,34.6,Poor
1350,422,1100000,900000,124930.0,31.1,5,60269.0,,3,38.3,Poor
1351,496,1400000,3700000,298669.0,34.1,6,361057.0,6.0,4,42.4,Fair
1352,794,700000,2200000,,,4,557952.0,,3,53.7,Fair
1353,719,1700000,1600000,189464.0,43.7,16,110475.0,,4,57.2,Fair
1354,630,2800000,2300000,220703.0,43.3,25,250093.0,7.0,3,43.7,Fair
1355,843,300000,400000,39638.0,100.0,0,32107.0,12.0,2,42.8,Fair
1356,764,1500000,5800000,,,15,504671.0,11.0,4,54.3,Fair
1357,662,11500000,5300000,641456.0,64.0,34,473151.0,12.0,3,53.1,Fair
1358,311,200000,2700000,375050.0,10.6,0,303587.0,,4,35.3,Poor
1359,606,1800000,5500000,,,1,189093.0,,5,43.8,Fair
1360,874,7700000,7000000,404032.0,88.1,20,454528.0,12.0,4,65.2,Good
1361,370,15600000,12100000,840543.0,21.6,49,1420067.0,0.0,5,42.1,Fair
1362,414,7500000,5100000,638212.0,9.3,27,843880.0,0.0,4,39.8,Poor
1363,800,200000,900000,,,4,27983.0,,2,53.4,Fair
1364,779,10200000,4400000,,,47,531551.0,10.0,4,61.0,Good
1365,553,4500000,3600000,580119.0,52.2,9,541181.0,1.0,4,43.2,Fair
1366,445,13900000,5700000,701183.0,14.0,26,1333736.0,0.0,4,43.4,Fair
1367,496,7300000,12500000,835141.0,49.6,49,639070.0,0.0,4,48.7,Fair
1368,650,3700000,2300000,,,6,,3.0,3,43.9,Fair
1369,783,9800000,5500000,597746.0,68.7,30,392089.0,,5,59.8,Fair
1370,535,5700000,3100000,,,37,233316.0,8.0,4,45.3,Fair
1371,415,3100000,12800000,785351.0,27.0,37,794709.0,0.0,3,40.2,Fair
1372,709,1700000,3500000,536489.0,88.1,26,1118906.0,11.0,4,57.8,Fair
1373,819,1000000,900000,46428.0,83.0,2,37184.0,9.0,3,47.9,Fair
1374,841,8600000,8700000,5417949.589462117,45.9,53,1073308.0,12.0,4,70.1,Good
1375,700,1900000,2900000,,,3,246273.0,,3,52.4,Fair
1376,881,1200000,1300000,102347.0,100.0,11,92555.0,12.0,2,53.7,Fair
1377,804,2200000,700000,102276.0,59.1,12,98413.0,,4,57.6,Fair
1378,653,4600000,8600000,874679.0,53.3,32,1133283.0,6.0,4,56.6,Fair
1379,663,12100000,10100000,,,37,773319.0,11.0,4,62.0,Good
1380,495,3500000,6200000,402294.0,62.8,8,262430.0,3.0,3,34.4,Poor
1381,335,5100000,1800000,2544708.4244093625,25.8,10,,0.0,4,40.7,Fair
1382,618,1000000,900000,107694.0,55.0,1,107074.0,5.0,2,42.9,Fair
1383,480,100000,1700000,93545.0,35.6,4,44526.0,,3,37.5,Poor
1384,843,2200000,1800000,,,10,180290.0,8.0,4,56.3,Fair
1385,483,800000,2700000,432531.0,55.0,1,446470.0,,4,50.3,Fair
1386,548,2700000,800000,,,16,179447.0,0.0,4,34.4,Poor
1387,379,12600000,4500000,,,33,468968.0,,4,52.6,Fair
1388,771,12600000,11700000,981108.0,100.0,52,1194770.0,12.0,4,69.2,Good
1389,353,100000,400000,,,3,15016.0,,2,29.7,Poor
1390,668,3100000,5500000,364211.0,91.7,15,346486.0,,3,44.8,Fair
1391,387,3100000,4100000,525854.0,5.9,19,907296.0,3.0,3,32.5,Poor
1392,789,1600000,1300000,108417.0,86.9,8,142631.0,12.0,4,50.7,Fair
1393,855,500000,400000,30530.0,82.8,2,47259.0,10.0,3,56.4,Fair
1394,751,13700000,7000000,839872.0,81.4,21,1293814.0,6.0,4,63.4,Good
1395,739,7600000,8400000,612922.0,52.6,39,1407528.0,,3,62.1,Good
1396,492,4500000,6400000,395375.0,27.4,3,741706.0,,2,37.7,Poor
1397,896,4500000,6400000,628613.0,80.7,34,662832.0,,3,65.6,Good
1398,545,0,13300000,,,16,443438.0,,2,54.2,Fair
1399,891,16600000,8900000,991118.0,100.0,61,2382367.0,12.0,5,79.7,Good
1400,848,300000,3500000,365505.0,67.0,18,498489.0,9.0,3,51.7,Fair
1401,884,800000,600000,,,2,39929.0,,2,53.7,Fair
1402,439,5600000,5100000,,,2,337178.0,,3,41.8,Fair
1403,586,5100000,3900000,284834.0,53.4,5,302021.0,5.0,3,45.2,Fair
1404,308,10200000,4800000,893366.0,0.0,55,1523094.0,,4,48.6,Fair
1405,300,700000,4800000,521007.0,53.7,31,583559.0,,5,51.1,Fair
1406,741,200000,8300000,681960.0,55.8,36,580339.0,,3,50.7,Fair
1407,698,11400000,5100000,688833.0,72.4,49,1231545.0,5.0,3,61.6,Good
1408,733,9700000,5600000,575008.0,81.4,11,641067.0,10.0,5,60.1,Good
1409,571,3900000,1300000,154932.0,74.2,3,199537.0,1.0,2,47.9,Fair
1410,490,9100000,7400000,951608.0,42.3,42,1767985.0,1.0,5,59.6,Fair
1411,451,2900000,11400000,,,22,2056824.0,,3,49.0,Fair
1412,559,2200000,1200000,149677.0,30.8,11,149789.0,,3,33.4,Poor
1413,577,2200000,6300000,596070.0,44.9,27,540737.0,9.0,5,42.2,Fair
1414,613,1300000,2100000,,,2,182465.0,7.0,3,40.1,Fair
1415,785,600000,1500000,135158.0,88.1,1,180646.0,,2,48.9,Good
1416,690,2900000,2000000,188250.0,60.5,1,175632.0,,3,50.4,Fair
1417,351,7200000,7100000,705483.0,0.0,17,797617.0,1.0,3,41.8,Fair
1418,447,300000,300000,,,0,11060.0,,3,25.1,Poor
1419,708,16300000,13200000,1000805.0,64.8,51,1047471.0,8.0,2,55.5,Fair
1420,549,11000000,12200000,5495951.266493094,23.3,19,596541.0,6.0,4,43.5,Fair
1421,797,9400000,7500000,869042.0,86.3,60,398759.0,,5,56.4,Fair
1422,537,10400000,6100000,672669.0,45.3,30,590201.0,0.0,5,56.4,Fair
1423,828,0,700000,52400.0,63.2,5,28760.0,,1,49.6,Fair
1424,471,7700000,3600000,,,5,349173.0,5.0,3,40.3,Fair
1425,336,1200000,9000000,696094.0,0.0,21,845991.0,0.0,2,29.9,Poor
1426,424,3200000,1300000,178104.0,55.2,1,232951.0,,5,34.6,Poor
1427,440,2300000,1800000,126012.0,36.6,11,,,3,42.3,Fair
1428,583,3900000,3300000,501846.0,44.9,14,321265.0,,3,52.8,Fair
1429,480,300000,1400000,91130.0,20.7,2,,3.0,3,36.8,Poor
1430,670,7200000,8500000,573901.0,65.3,27,484662.0,1.0,4,54.2,Fair
1431,329,7600000,2800000,463029.0,18.9,8,988226.0,,5,30.4,Poor
1432,754,2700000,1400000,111372.0,81.3,1,97909.0,8.0,2,48.9,Fair
1433,588,100000,4200000,225545.0,49.0,3,119607.0,5.0,3,47.6,Fair
1434,551,800000,7600000,,,15,420830.0,,3,43.8,Fair
1435,316,9700000,8200000,765327.0,0.0,42,857642.0,3.0,3,51.3,Fair
1436,382,11300000,5400000,858968.0,10.9,48,1066116.0,1.0,4,53.4,Fair
1437,717,4100000,5300000,,,40,419891.0,,3,53.1,Fair
1438,676,2200000,3200000,236514.0,85.8,2,293748.0,8.0,2,49.2,Fair
1439,667,12600000,9900000,763556.0,72.0,53,598857.0,12.0,4,70.1,Good
1440,821,6300000,3900000,336097.0,79.5,13,508824.0,,4,64.1,Good
1441,345,5900000,4100000,553212.0,44.8,3,536981.0,0.0,4,41.1,Poor
1442,442,500000,4700000,,,1,653964.0,,4,42.8,Fair
1443,672,11300000,6400000,537274.0,48.9,17,483781.0,6.0,3,56.9,Fair
1444,508,5100000,11900000,784898.0,54.4,26,1211883.0,9.0,3,50.2,Fair
1445,615,1600000,3500000,272131.0,64.8,9,168449.0,4.0,3,42.4,Fair
1446,689,2500000,1600000,133766.0,77.6,11,212380.0,7.0,3,48.3,Fair
1447,747,0,200000,18024.0,72.9,0,14868.0,,1,37.4,Poor
1448,412,15600000,4700000,902441.0,30.4,26,962232.0,0.0,3,53.5,Fair
1449,703,7300000,7400000,,,17,372719.0,12.0,3,56.2,Fair
1450,884,4800000,8500000,495390.0,100.0,8,541486.0,12.0,5,67.5,Good
1451,651,100000,2600000,194849.0,29.6,2,163270.0,,4,40.4,Fair
1452,793,1400000,3900000,593313.0,80.8,14,359311.0,11.0,3,65.8,Good
1453,407,100000,5800000,495880.0,52.4,16,,4.0,3,46.8,Fair
1454,390,3100000,3400000,374992.0,4.7,6,138033.0,,4,31.5,Poor
1455,469,400000,300000,,,2,12227.0,0.0,3,33.0,Poor
1456,373,8600000,5400000,370206.0,7.5,2,404370.0,0.0,4,39.3,Poor
1457,304,1600000,1400000,116765.0,0.0,5,105456.0,1.0,3,25.0,Poor
1458,833,1300000,3300000,,,26,171976.0,,3,55.2,Fair
1459,302,10700000,9200000,656947.0,0.0,1,901731.0,,3,43.7,Fair
1460,397,13200000,3800000,724290.0,22.1,25,656441.0,,3,43.8,Fair
1461,891,300000,3600000,,,10,317772.0,12.0,4,50.5,Fair
1462,457,500000,4900000,299781.0,27.5,12,271211.0,,3,44.9,Fair
1463,657,100000,1200000,,,3,81809.0,,3,41.6,Fair
1464,480,700000,200000,,,0,23738.0,,2,33.7,Poor
1465,840,5100000,2300000,,,9,303922.0,,4,69.3,Good
1466,866,600000,1900000,303180.0,91.0,10,171530.0,,3,60.5,Poor
1467,619,6600000,3900000,389533.0,53.3,33,261999.0,10.0,4,47.0,Fair
1468,748,9800000,11500000,866859.0,91.2,38,656786.0,,5,56.4,Fair
1469,881,14100000,8900000,904672.0,100.0,70,1008115.0,12.0,5,76.2,Good
1470,829,8100000,4600000,,,21,963001.0,6.0,4,67.7,Good
1471,312,3800000,3300000,373697.0,6.7,2,645641.0,2.0,3,34.2,Poor
1472,467,6000000,5200000,,,26,498677.0,10.0,5,39.8,Poor
1473,650,2300000,3600000,424756.0,45.8,18,375095.0,6.0,3,53.6,Fair
1474,711,300000,100000,,,1,45020.0,,2,49.2,Fair
1475,886,500000,600000,,,0,62100.0,,3,54.2,Fair
1476,494,12000000,10000000,987088.0,4.7,32,924757.0,0.0,3,48.2,Fair
1477,741,6000000,5600000,459156.0,86.1,26,420826.0,12.0,4,57.4,Good
1478,876,100000,1000000,,,1,60056.0,,5,57.0,Fair
1479,610,0,5300000,546343.0,60.4,2,424466.0,0.0,1,46.9,Fair
1480,778,2400000,10900000,640444.0,85.7,27,390403.0,9.0,5,60.5,Good
1481,571,400000,400000,50515.0,32.4,3,66544.0,,3,43.1,Fair
1482,554,7900000,4700000,664184.0,46.2,46,857655.0,,3,57.6,Fair
1483,712,1700000,1500000,,,15,259899.0,10.0,3,49.1,Good
1484,695,7100000,7800000,,,31,734670.0,12.0,4,49.8,Fair
1485,366,500000,4800000,437357.0,0.0,18,453274.0,,4,37.7,Poor
1486,426,1500000,1600000,,,1,70176.0,,4,47.0,Fair
1487,320,500000,1500000,203222.0,0.0,3,159816.0,,5,24.4,Poor
1488,543,1200000,2000000,,,9,76108.0,,3,30.3,Poor
1489,525,1800000,2400000,200920.0,36.0,3,136163.0,,4,43.1,Fair
1490,812,4900000,4300000,285338.0,82.6,13,143649.0,10.0,4,56.3,Fair
1491,697,10400000,6700000,617299.0,87.2,18,533690.0,10.0,3,56.9,Fair
1492,527,5100000,3800000,360884.0,42.8,14,298219.0,,5,45.1,Fair
1493,512,7000000,3000000,480599.0,49.0,21,897494.0,2.0,3,53.2,Fair
1494,671,6300000,4900000,345857.0,49.7,32,251165.0,,3,53.0,Fair
1495,539,4000000,2600000,187328.0,19.1,11,169631.0,,3,49.4,Fair
1496,532,300000,1600000,178856.0,45.1,2,105458.0,,3,28.7,Poor
1497,485,3600000,3200000,,,2,186683.0,,4,40.0,Fair
1498,521,1700000,700000,70655.0,52.5,1,56135.0,8.0,2,37.1,Poor
1499,874,1200000,3300000,234823.0,100.0,9,344851.0,,2,46.5,Fair
1500,788,10300000,14000000,983190.0,91.4,50,445374.0,12.0,5,66.7,Good
1501,659,5200000,4100000,455988.0,36.1,28,328184.0,5.0,2,52.8,Fair
1502,498,3000000,5300000,740978.0,71.3,43,957484.0,,3,45.8,Fair
1503,310,4600000,4200000,386188.0,1.6,11,435063.0,0.0,4,36.9,Poor
1504,785,1800000,1700000,152431.0,99.8,5,96519.0,,2,54.8,Fair
1505,309,1000000,3300000,278014.0,0.0,1,247880.0,0.0,4,39.7,Poor
1506,433,9900000,3000000,452642.0,31.5,16,421607.0,,4,48.2,Fair
1507,801,0,600000,26482.0,66.5,1,32648.0,,1,49.8,Fair
1508,488,11700000,6800000,608078.0,43.7,25,778805.0,3.0,2,60.8,Good
1509,756,2100000,1200000,,,15,147946.0,,3,49.8,Fair
1510,757,100000,900000,,,1,43971.0,,3,41.8,Fair
1511,828,6000000,3000000,,,19,319651.0,12.0,4,65.4,Good
1512,733,2700000,2200000,268823.0,56.0,13,240294.0,,3,63.7,Good
1513,421,14100000,13800000,937910.0,11.5,33,,0.0,4,48.1,Fair
1514,872,7300000,7600000,417422.0,100.0,29,316419.0,12.0,4,70.5,Good
1515,393,5300000,5300000,393114.0,56.8,2,359060.0,0.0,2,38.5,Poor
1516,700,6100000,11900000,903074.0,69.9,28,1421796.0,9.0,5,63.0,Good
1517,613,12100000,8400000,892713.0,67.9,24,795398.0,3.0,4,60.5,Good
1518,455,11200000,6900000,537488.0,27.9,21,573616.0,5.0,4,43.3,Fair
1519,871,300000,3500000,167977.0,100.0,0,139263.0,12.0,4,66.4,Good
1520,497,5200000,7700000,760581.0,5.6,4,778817.0,,3,58.9,Fair
1521,649,1000000,1100000,109486.0,65.2,1,91971.0,,2,41.4,Fair
1522,709,1800000,5000000,,,1,181141.0,3.0,3,53.4,Fair
1523,705,1100000,4900000,261304.0,28.2,7,,,2,56.3,Fair
1524,476,2900000,3800000,491027.0,38.8,17,316203.0,9.0,4,35.2,Poor
1525,819,4800000,2100000,238667.0,95.6,16,339329.0,,4,58.4,Fair
1526,535,5600000,3200000,293727.0,38.6,39,301400.0,,2,37.9,Poor
1527,889,200000,200000,,,4,26399.0,,2,56.9,Fair
1528,468,10000000,6200000,555926.0,87.8,19,320821.0,0.0,3,47.4,Fair
1529,759,500000,300000,26638.0,78.0,1,21289.0,,4,46.9,Fair
1530,426,16200000,11900000,844553.0,33.9,47,1800704.0,1.0,4,42.2,Fair
1531,712,11300000,11100000,841593.0,62.8,37,924489.0,,3,58.1,Fair
1532,615,100000,3000000,130579.0,62.9,1,132395.0,,2,47.4,Fair
1533,784,2700000,6900000,390679.0,82.7,15,285054.0,,3,57.0,Fair
1534,677,3300000,3800000,212535.0,61.0,1,115384.0,,2,57.4,Poor
1535,306,2400000,3300000,,,10,181607.0,,3,40.3,Fair
1536,655,8800000,7200000,790150.0,85.8,42,864302.0,8.0,4,63.9,Good
1537,755,300000,5300000,414059.0,84.4,22,294683.0,,3,51.7,Fair
1538,598,3100000,5900000,548279.0,13.2,15,657646.0,8.0,5,52.4,Fair
1539,712,200000,6400000,322059.0,68.0,1,443301.0,,3,46.8,Fair
1540,524,2000000,1400000,96558.0,90.4,4,128097.0,3.0,2,35.9,Poor
1541,838,1400000,7000000,512026.0,92.3,28,576481.0,,5,66.2,Good
1542,560,900000,900000,,,0,66566.0,,4,35.9,Poor
1543,759,2900000,10800000,717309.0,100.0,35,910954.0,11.0,5,51.9,Fair
1544,454,600000,300000,,,5,34502.0,,2,36.9,Poor
1545,539,6100000,2100000,,,20,632186.0,,2,46.2,Fair
1546,827,8700000,10700000,769149.0,50.7,55,549934.0,,5,63.6,Good
1547,686,4800000,2500000,272589.0,82.3,17,174048.0,,5,65.0,Good
1548,371,7100000,6200000,,,35,1846894.0,2.0,5,41.2,Fair
1549,784,1000000,600000,,,0,36588.0,11.0,3,54.3,Fair
1550,826,3500000,1400000,174876.0,71.8,4,58987.0,,4,57.7,Fair
1551,502,1500000,4500000,248344.0,33.2,13,207158.0,,3,48.2,Fair
1552,367,3700000,3600000,229631.0,15.1,22,382492.0,4.0,2,33.9,Poor
1553,541,6400000,8300000,594216.0,49.6,24,540593.0,,3,48.9,Fair
1554,608,2200000,2800000,282862.0,36.3,4,,7.0,5,49.0,Fair
1555,570,2000000,5800000,,,2,297054.0,5.0,4,39.8,Poor
1556,752,200000,200000,13212.0,70.7,2,10964.0,,3,37.0,Poor
1557,873,9500000,7800000,509978.0,72.4,22,553322.0,,2,64.0,Good
1558,538,2700000,4000000,431206.0,42.3,36,352173.0,10.0,3,54.1,Fair
1559,819,300000,200000,21724.0,93.7,2,13338.0,,2,48.6,Fair
1560,770,5200000,8700000,654434.0,87.5,33,909330.0,,4,59.0,Fair
1561,345,1900000,2600000,,,2,144128.0,,2,41.7,Fair
1562,730,4500000,4500000,241861.0,73.4,7,258553.0,,4,53.6,Fair
1563,835,2300000,8200000,580842.0,93.7,46,645416.0,11.0,5,65.7,Good
1564,811,500000,200000,,,2,24362.0,,2,65.4,Good
1565,662,1600000,3800000,,,6,137373.0,,3,46.4,Fair
1566,420,1700000,2300000,271827.0,27.0,2,258767.0,0.0,2,38.8,Poor
1567,413,5500000,2700000,306182.0,14.9,1,169646.0,4.0,3,43.5,Fair
1568,367,5000000,6000000,488125.0,0.0,7,928200.0,0.0,5,48.7,Fair
1569,390,2400000,4000000,363045.0,44.5,8,328366.0,0.0,4,39.4,Poor
1570,602,800000,7700000,406826.0,33.3,5,337294.0,12.0,4,52.3,Fair
1571,843,2600000,4300000,237729.0,86.6,12,302154.0,,4,60.0,Good
1572,713,3300000,1900000,200914.0,81.1,22,178997.0,9.0,4,52.4,Fair
1573,591,3400000,5000000,420539.0,31.9,6,352194.0,,5,47.2,Fair
1574,701,3400000,1900000,200102.0,45.7,30,117470.0,,2,49.1,Fair
1575,655,3600000,3300000,,,1,237223.0,,4,66.5,Good
1576,720,9900000,9800000,661142.0,88.9,22,593237.0,12.0,4,51.1,Fair
1577,794,4300000,5400000,465293.0,79.0,21,1023569.0,,4,51.8,Fair
1578,392,6600000,11000000,769568.0,71.5,33,,0.0,4,46.1,Fair
1579,583,2800000,2000000,141653.0,34.2,5,60994.0,,3,47.1,Fair
1580,457,1100000,1400000,128577.0,13.5,3,172187.0,7.0,2,41.3,Fair
1581,570,12100000,9900000,707281.0,39.6,22,584972.0,7.0,5,48.9,Fair
1582,890,12400000,7500000,922574.0,100.0,24,1103437.0,9.0,5,64.6,Good
1583,472,1600000,3300000,411436.0,24.3,33,688312.0,0.0,4,42.0,Fair
1584,788,700000,2600000,287643.0,98.7,3,188692.0,10.0,3,59.8,Fair
1585,605,12700000,7000000,5898281.052047454,38.3,47,1063418.0,10.0,4,53.3,Fair
1586,473,9400000,11800000,791441.0,8.0,20,1357413.0,0.0,5,50.3,Fair
1587,728,5200000,9600000,,,29,985717.0,,4,54.6,Fair
1588,505,8500000,4100000,,,21,421719.0,4.0,5,39.6,Poor
1589,407,3600000,8400000,452884.0,12.1,11,938173.0,,3,35.3,Poor
1590,464,0,700000,61018.0,25.9,0,25949.0,,3,40.3,Fair
1591,514,2100000,1800000,175702.0,28.7,0,135575.0,3.0,3,39.9,Poor
1592,627,11500000,9100000,821732.0,82.1,36,1046447.0,4.0,2,65.6,Good
1593,627,10100000,10300000,685739.0,81.8,34,1024431.0,10.0,3,55.1,Fair
1594,858,0,1700000,110297.0,93.9,2,96282.0,,1,46.9,Fair
1595,607,12700000,5900000,763229.0,23.9,45,735064.0,0.0,4,59.6,Fair
1596,663,6100000,5500000,396032.0,55.8,10,272440.0,,3,49.3,Fair
1597,522,2100000,4200000,719624.0,30.6,5,414672.0,0.0,4,46.3,Fair
1598,610,600000,3400000,189898.0,44.9,2,173858.0,,3,51.6,Fair
1599,462,3500000,3600000,240097.0,18.4,1,205546.0,5.0,3,35.4,Poor
1600,591,2700000,3300000,303298.0,41.7,1,478067.0,,3,45.8,Fair
1601,636,900000,2300000,124464.0,54.3,11,67040.0,6.0,2,40.8,Fair
1602,359,800000,1000000,167967.0,1.6,2,150141.0,2.0,3,28.6,Poor
1603,542,12000000,13400000,938266.0,48.7,49,1217760.0,6.0,4,53.6,Fair
1604,642,2900000,3600000,269802.0,68.8,19,220491.0,,4,45.6,Fair
1605,414,1400000,1200000,109030.0,6.3,1,81395.0,,3,35.7,Poor
1606,865,9800000,12500000,796114.0,100.0,38,1154988.0,12.0,5,70.7,Good
1607,369,100000,500000,61898.0,0.0,3,51324.0,,2,27.9,Poor
1608,838,6800000,1700000,312503.0,67.3,31,220786.0,12.0,5,52.4,Fair
1609,582,8300000,3100000,484299.0,58.7,8,507239.0,9.0,4,54.5,Fair
1610,416,17300000,8500000,1024250.0,8.3,67,2048165.0,3.0,5,50.0,Fair
1611,705,1400000,1200000,,,4,,8.0,2,60.1,Good
1612,306,700000,1700000,,,4,146412.0,0.0,2,29.8,Poor
1613,851,8700000,4100000,527225.0,100.0,35,494136.0,12.0,5,62.4,Good
1614,613,6800000,7100000,,,14,1512747.0,7.0,3,41.0,Fair
1615,366,6700000,5500000,358822.0,0.0,7,394194.0,,3,34.2,Poor
1616,431,400000,900000,100229.0,0.0,3,90089.0,1.0,3,24.1,Fair
1617,754,10000000,6700000,955246.0,100.0,49,1662994.0,9.0,3,65.8,Good
1618,447,7900000,6000000,451164.0,15.1,26,382403.0,0.0,5,44.6,Poor
1619,510,10400000,7800000,454068.0,24.3,7,650551.0,3.0,5,51.6,Fair
1620,324,3700000,9000000,665979.0,0.0,7,860765.0,0.0,4,44.1,Fair
1621,523,1500000,6700000,5360433.4557094155,35.3,20,1104691.0,0.0,4,54.2,Fair
1622,362,2400000,5900000,574448.0,9.5,30,796694.0,0.0,3,39.6,Poor
1623,657,600000,12000000,804171.0,77.8,4,610400.0,,3,54.3,Fair
1624,790,9700000,9500000,562179.0,62.9,28,1587873.0,11.0,4,64.4,Good
1625,500,3300000,5500000,926128.0,10.2,27,371936.0,4.0,4,45.2,Fair
1626,465,17000000,5000000,1108929.0,39.6,68,1222999.0,,4,52.4,Fair
1627,409,5500000,2200000,230790.0,39.9,3,125482.0,0.0,4,48.7,Fair
1628,626,600000,300000,52680.0,31.3,1,80060.0,,2,34.6,Poor
1629,545,8200000,3500000,356807.0,64.9,32,423634.0,3.0,3,51.0,Fair
1630,654,400000,5700000,340979.0,65.1,7,236528.0,,4,51.2,Fair
1631,515,14900000,4000000,722116.0,59.9,23,728737.0,3.0,4,45.7,Fair
1632,838,5200000,4900000,599361.0,95.2,23,385494.0,,4,59.2,Fair
1633,406,5300000,3300000,382863.0,0.0,22,532117.0,,4,40.0,Fair
1634,573,3300000,14600000,928642.0,47.6,39,1299200.0,7.0,4,54.0,Fair
1635,611,10400000,6000000,948767.0,76.0,65,1546138.0,,5,60.3,Good
1636,649,1600000,3900000,406324.0,47.4,14,,4.0,3,50.8,Fair
1637,775,2100000,4200000,,,3,458133.0,8.0,2,56.2,Fair
1638,469,7600000,3400000,389443.0,29.0,8,529975.0,,4,48.6,Fair
1639,587,5300000,5000000,353911.0,0.6,11,,8.0,2,52.3,Fair
1640,316,5500000,3600000,248401.0,35.7,8,234524.0,,5,44.9,Fair
1641,556,5600000,4500000,262205.0,31.1,21,151830.0,,3,52.8,Fair
1642,578,2200000,13500000,907259.0,60.3,39,1213175.0,4.0,4,52.2,Fair
1643,554,1900000,11500000,,,5,624348.0,1.0,5,53.4,Fair
1644,892,2200000,900000,148909.0,100.0,4,79844.0,12.0,2,61.3,Good
1645,315,400000,1600000,206529.0,12.7,2,188135.0,,3,34.2,Poor
1646,695,3700000,4200000,537671.0,67.3,31,853958.0,,5,50.5,Fair
1647,806,3700000,4800000,495027.0,74.8,14,671816.0,12.0,3,60.5,Good
1648,638,2600000,3800000,266275.0,76.0,40,204291.0,,2,38.7,Poor
1649,610,800000,900000,,,2,74285.0,6.0,3,50.3,Fair
1650,810,2100000,800000,110960.0,100.0,2,115053.0,,3,56.6,Fair
1651,866,15900000,10500000,861132.0,81.5,57,1577895.0,12.0,3,68.0,Good
1652,760,1300000,8800000,528962.0,100.0,37,331781.0,12.0,3,54.4,Fair
1653,556,4300000,5100000,358727.0,50.3,2,326567.0,,4,51.2,Fair
1654,684,10300000,7400000,5859882.912639086,81.2,23,596342.0,8.0,3,66.4,Good
1655,578,7700000,10600000,705780.0,52.7,49,717721.0,6.0,4,54.8,Fair
1656,814,1900000,6000000,573571.0,60.7,25,917429.0,12.0,3,69.8,Good
1657,510,5700000,2600000,353248.0,23.9,11,226159.0,,3,50.3,Fair
1658,674,5700000,3100000,343554.0,80.0,24,402457.0,10.0,2,48.8,Fair
1659,570,300000,1300000,138155.0,52.8,0,58640.0,,4,45.7,Fair
1660,680,800000,700000,,,1,27327.0,,2,48.5,Fair
1661,803,300000,3400000,284989.0,97.6,20,270964.0,,3,50.8,Fair
1662,357,1900000,3800000,,,2,138204.0,0.0,3,34.6,Poor
1663,575,9100000,4600000,381650.0,36.3,24,859734.0,,3,48.2,Fair
1664,546,0,500000,65603.0,47.5,1,42719.0,,2,39.9,Poor
1665,370,11800000,8600000,638325.0,0.0,28,,,5,42.3,Fair
1666,713,1000000,3100000,322647.0,100.0,10,251691.0,,3,53.9,Fair
1667,896,400000,2000000,,,0,121912.0,,2,59.1,Fair
1668,626,3600000,2000000,185086.0,81.6,12,281616.0,7.0,2,55.5,Fair
1669,854,1600000,1300000,175114.0,70.8,21,131663.0,12.0,4,60.2,Good
1670,802,0,4700000,245983.0,100.0,2,230509.0,,3,50.5,Fair
1671,382,300000,1900000,113496.0,57.2,3,118552.0,,3,45.4,Poor
1672,415,4300000,4600000,314395.0,0.0,1,200064.0,4.0,2,37.6,Poor
